date;temperature;humidity;solar;precipitation;Area
7/31/2020;24.01991956;70.16204256;148.677213;49.94265465;Brazil
8/31/2020;25.34379612;63.24522897;167.3106912;39.57259546;Brazil
9/30/2020;27.33703968;59.69760526;182.0135908;48.21561951;Brazil
10/31/2020;27.65251766;65.8286961;188.7755425;97.66794166;Brazil
11/30/2020;26.40784864;73.52346861;168.9046913;115.4858959;Brazil
12/31/2020;26.55127507;74.76993816;172.2285489;138.3718536;Brazil
1/31/2021;26.06672326;77.99426595;164.7982597;172.2382014;Brazil
2/28/2021;25.66450539;80.58650087;140.5278235;186.2774641;Brazil
3/31/2021;25.25583478;80.73387191;156.2007063;177.45143;Brazil
4/30/2021;24.82102831;79.75465205;145.3658378;142.4449926;Brazil
5/31/2021;24.22635209;76.33089172;141.2124063;91.83587639;Brazil
6/30/2021;23.9895456;73.13887791;131.3739175;70.80416808;Brazil
7/31/2021;23.759687;64.93395436;149.2130272;55.13026065;Brazil
8/31/2021;25.71777753;60.53328477;164.814743;45.79250255;Brazil
9/30/2021;27.26188398;62.37836294;175.3113757;71.29211323;Brazil
10/31/2021;26.81240804;71.18657244;177.4989788;131.4916199;Brazil
11/30/2021;25.62987162;80.1231685;157.7907637;193.9601253;Brazil
12/31/2021;25.46476831;82.70146416;152.3885176;254.5602568;Brazil
1/31/2022;25.15101538;83.98817262;163.4575548;214.859875;Brazil
2/28/2022;25.24189233;83.39613489;144.6329952;193.4262869;Brazil
3/31/2022;24.90893456;84.64672643;149.9569587;223.331643;Brazil
4/30/2022;24.64214106;83.03751278;144.8846986;152.9310371;Brazil
5/31/2022;23.11380387;80.02939821;138.2945536;109.696812;Brazil
6/30/2022;22.8904051;78.0862988;130.7780486;80.8483696;Brazil
7/31/2022;23.95052921;71.18392643;147.7941959;55.05717233;Brazil
8/31/2022;24.44198633;66.10024008;164.6373269;53.01655111;Brazil
9/30/2022;26.13014378;64.23566709;175.3863652;63.20802022;Brazil
10/31/2022;26.72173153;69.37860393;181.9395342;114.3433295;Brazil
11/30/2022;25.36150878;75.56110933;169.0377192;154.0101753;Brazil
12/31/2022;25.27423476;81.56928119;161.2998488;198.8904181;Brazil
1/31/2023;24.92721461;83.16729235;160.2349082;194.2180055;Brazil
2/28/2023;25.32458666;82.30202261;147.738808;171.4323674;Brazil
3/31/2023;25.19033005;83.01214245;153.8401013;186.2605841;Brazil
4/30/2023;24.74343892;83.09489938;142.9887465;136.174072;Brazil
5/31/2023;24.32474987;80.2947729;138.6696509;103.4118881;Brazil
6/30/2023;23.57497319;76.06131483;133.1853306;58.4995234;Brazil
7/31/2023;24.49558535;68.66067113;149.8464551;44.80731206;Brazil
8/31/2023;26.50178791;62.73121377;164.9640499;37.85376761;Brazil
9/30/2023;28.50060163;58.30161071;178.4780969;48.97197203;Brazil
10/31/2023;29.23971041;60.03257758;192.6131331;87.37459956;Brazil
11/30/2023;29.01554328;62.46787724;184.2590269;90.98586951;Brazil
12/31/2023;28.305826;68.95108897;178.1924585;129.7547777;Brazil
1/31/2024;27.05172203;76.87047795;160.8906808;171.171915;Brazil
2/29/2024;26.82264243;78.35614004;152.6086164;156.9322031;Brazil
3/31/2024;26.96508553;79.70010039;158.9663601;167.7553693;Brazil
4/30/2024;26.12082838;81.53910208;138.8121527;150.2151914;Brazil
5/31/2024;25.54534697;73.63245995;141.4238108;97.83121419;Brazil
6/30/2024;25.14324554;68.67687922;137.3743333;55.61205826;Brazil
7/31/2024;24.73548119;62.4694678;152.3927956;36.55886955;Brazil
8/31/2024;26.22389113;54.86598792;172.589155;24.42791023;Brazil
9/30/2024;28.63006988;50.77212506;187.0151872;32.9173591;Brazil
10/31/2024;29.07071143;59.33534885;187.9504352;78.4975149;Brazil
11/30/2024;27.69593552;69.42363471;167.1643091;118.4240542;Brazil
12/31/2024;27.16560862;73.19350796;165.7749609;138.6324769;Brazil
1/31/2025;26.32124136;78.25057975;160.6437855;159.7640804;Brazil
2/28/2025;26.27044294;77.88739921;145.5006743;166.475523;Brazil
3/31/2025;26.30586401;77.58857555;158.8824596;149.3153428;Brazil
4/30/2025;25.76471177;79.49429201;141.579074;120.6240567;Brazil
5/31/2025;25.00556337;74.09876766;140.8176475;78.75799795;Brazil
6/30/2025;24.07990813;73.74629864;129.3538357;104.2283214;Brazil
7/31/2025;24.03741234;64.89773669;150.8527906;42.28690257;Brazil
8/31/2025;25.67070606;58.96742684;164.2570845;33.81792997;Brazil
9/30/2025;27.69580429;56.47946428;175.8619934;45.47874969;Brazil
10/31/2025;27.79963949;60.1374205;182.651073;69.86565584;Brazil
11/30/2025;27.77587918;65.27710543;174.0635454;91.97422176;Brazil
12/31/2025;26.566751;75.7792857;164.3442055;160.8948033;Brazil
