date;temperature;solar;humidity;precipitation;area
8/31/2023;24.55436558;168.0285623;83.47336823;133.1122218;Honduras
9/30/2023;24.81450656;173.8899201;81.73820348;127.3128172;Honduras
10/31/2023;23.99239587;147.7957524;87.90775397;189.9451891;Honduras
11/30/2023;22.63563039;127.8794608;89.82980906;171.0037458;Honduras
12/31/2023;21.85120277;135.8736429;85.46395551;174.1295697;Honduras
1/31/2024;22.33157496;149.4877038;81.47688872;25.81720851;Honduras
2/29/2024;22.24093612;169.9130989;71.0929493;14.82684283;Honduras
3/31/2024;26.4563071;186.1596374;63.44637475;73.93706026;Honduras
4/30/2024;26.94364779;167.2890783;64.64629258;45.91268834;Honduras
5/31/2024;28.44372432;165.9180789;62.14264805;46.08875626;Honduras
6/30/2024;24.84033593;136.0433143;83.51268671;270.9143563;Honduras
7/31/2024;23.92883831;150.4039303;86.89017079;254.5527305;Honduras
8/31/2024;24.02024974;170.0340925;87.86233545;155.7542842;Honduras
9/30/2024;23.98888907;153.6599343;89.12461532;262.915645;Honduras
10/31/2024;23.04527511;143.0236169;89.86696608;137.4771456;Honduras
11/30/2024;22.23782164;126.8904026;89.51668975;246.2236525;Honduras
12/31/2024;21.21789495;114.9528899;90.65634173;233.7907216;Honduras
1/31/2025;20.93436558;140.6825021;88.20616288;79.30201059;Honduras
2/28/2025;21.92988721;135.9026292;83.93148069;32.17031493;Honduras
3/31/2025;23.4560348;185.090784;77.55161682;327.3545302;Honduras
4/30/2025;23.26199791;178.1892114;77.39235396;51.56954799;Honduras
5/31/2025;25.66209538;174.7887949;74.97943123;81.07907278;Honduras
6/30/2025;23.62397647;137.2654271;85.936581;281.8471603;Honduras
7/31/2025;23.53523564;168.5737033;85.26369209;157.4144436;Honduras
8/31/2025;24.00289777;173.6141502;83.14412792;133.0687674;Honduras
9/30/2025;23.83766938;160.5147211;85.94218319;185.6158948;Honduras
10/31/2025;22.89139048;145.7723809;89.09790783;195.3857102;Honduras
11/30/2025;21.93530895;130.9241268;87.74503745;111.5344555;Honduras
12/31/2025;21.80486184;122.9863671;85.2641698;77.13673065;Honduras
